CHROM	FRAG_START	FRAG_STOP	STRAND	DESCRITION	MODEL	ATG	INCLUDE?		HAS TSS	IN
Chr8	20130079	20130190	+	"ID=LOC_Os08g32500.1:cds_1;Parent=LOC_Os08g32500.1"	LOC_Os08g32500.1	20130079	1		LOC_Os09g39400.1	1
Chr8	20793196	20793716	+	"ID=LOC_Os08g33330.1:cds_1;Parent=LOC_Os08g33330.1"	LOC_Os08g33330.1	20793196	1		LOC_Os09g39410.1	1
Chr8	20797084	20797149	+	"ID=LOC_Os08g33340.1:cds_1;Parent=LOC_Os08g33340.1"	LOC_Os08g33340.1	20797084	1		LOC_Os10g01080.1	1
Chr8	21419040	21419906	+	"ID=LOC_Os08g34170.1:cds_1;Parent=LOC_Os08g34170.1"	LOC_Os08g34170.1	21419040	1		LOC_Os10g01100.1	1
Chr8	21436385	21436492	-	"ID=LOC_Os08g34190.1:cds_1;Parent=LOC_Os08g34190.1"	LOC_Os08g34190.1	21436492	1		LOC_Os10g01110.1	1
Chr8	21446089	21446242	+	"ID=LOC_Os08g34210.1:cds_1;Parent=LOC_Os08g34210.1"	LOC_Os08g34210.1	21446089	1		LOC_Os10g02480.1	1
Chr8	22159678	22159773	+	"ID=LOC_Os08g35160.2:cds_1;Parent=LOC_Os08g35160.2"	LOC_Os08g35160.2	22159678	1		LOC_Os10g02490.2	1
Chr8	22190293	22190581	+	"ID=LOC_Os08g35190.1:cds_1;Parent=LOC_Os08g35190.1"	LOC_Os08g35190.1	22190293	1		LOC_Os10g02500.1	1
Chr8	20144408	20144726	+	"ID=LOC_Os08g32520.1:cds_1;Parent=LOC_Os08g32520.1"	LOC_Os08g32520.1	20144408	1		LOC_Os09g39420.1	1
Chr8	20171658	20171920	+	"ID=LOC_Os08g32570.1:cds_1;Parent=LOC_Os08g32570.1"	LOC_Os08g32570.1	20171658	1		LOC_Os09g39440.1	1
Chr8	20820074	20820203	-	"ID=LOC_Os08g33380.1:cds_1;Parent=LOC_Os08g33380.1"	LOC_Os08g33380.1	20820203	1		LOC_Os10g01240.1	1
Chr8	20824718	20824764	-	"ID=LOC_Os08g33390.1:cds_1;Parent=LOC_Os08g33390.1"	LOC_Os08g33390.1	20824764	1		LOC_Os10g01290.1	1
Chr8	21455649	21455735	-	"ID=LOC_Os08g34220.1:cds_1;Parent=LOC_Os08g34220.1"	LOC_Os08g34220.1	21455735	1		LOC_Os10g02584.3	1
Chr8	21467014	21468369	+	"ID=LOC_Os08g34240.1:cds_1;Parent=LOC_Os08g34240.1"	LOC_Os08g34240.1	21467014	1		LOC_Os09g38670.1	1
Chr8	21500937	21501053	+	"ID=LOC_Os08g34270.2:cds_1;Parent=LOC_Os08g34270.2"	LOC_Os08g34270.2	21500937	1		LOC_Os09g38690.1	1
Chr8	22227224	22227339	-	"ID=LOC_Os08g35220.1:cds_1;Parent=LOC_Os08g35220.1"	LOC_Os08g35220.1	22227339	1		LOC_Os09g39462.2	1
Chr8	20191754	20192233	-	"ID=LOC_Os08g32600.1:cds_1;Parent=LOC_Os08g32600.1"	LOC_Os08g32600.1	20192233	1		LOC_Os09g39490.1	1
Chr8	20830759	20831115	+	"ID=LOC_Os08g33400.2:cds_1;Parent=LOC_Os08g33400.2"	LOC_Os08g33400.2	20830759	1		LOC_Os09g39510.1	1
Chr8	20848126	20848522	+	"ID=LOC_Os08g33420.1:cds_1;Parent=LOC_Os08g33420.1"	LOC_Os08g33420.1	20848126	1		LOC_Os10g01340.1	1
Chr8	20855319	20856820	+	"ID=LOC_Os08g33430.1:cds_1;Parent=LOC_Os08g33430.1"	LOC_Os08g33430.1	20855319	1		LOC_Os10g02620.1	1
Chr8	20861285	20862172	-	"ID=LOC_Os08g33440.1:cds_1;Parent=LOC_Os08g33440.1"	LOC_Os08g33440.1	20862172	1		LOC_Os09g39550.1	1
Chr8	21513309	21513486	-	"ID=LOC_Os08g34280.1:cds_1;Parent=LOC_Os08g34280.1"	LOC_Os08g34280.1	21513486	1		LOC_Os09g39560.1	1
Chr8	21539554	21540822	-	"ID=LOC_Os08g34320.1:cds_1;Parent=LOC_Os08g34320.1"	LOC_Os08g34320.1	21540822	1		LOC_Os09g39580.1	1
Chr8	22276524	22277011	+	"ID=LOC_Os08g35305.1:cds_1;Parent=LOC_Os08g35305.1"	LOC_Os08g35305.1	22276524	1		LOC_Os09g39590.1	1
Chr8	20208955	20209173	+	"ID=LOC_Os08g32630.1:cds_1;Parent=LOC_Os08g32630.1"	LOC_Os08g32630.1	20208955	1		LOC_Os10g01480.1	1
Chr8	20873697	20873850	+	"ID=LOC_Os08g33460.1:cds_1;Parent=LOC_Os08g33460.1"	LOC_Os08g33460.1	20873697	1		LOC_Os10g02750.1	1
Chr8	20885927	20886241	+	"ID=LOC_Os08g33479.1:cds_1;Parent=LOC_Os08g33479.1"	LOC_Os08g33479.1	20885927	1		LOC_Os09g38720.1	1
Chr8	20906671	20906852	-	"ID=LOC_Os08g33488.1:cds_1;Parent=LOC_Os08g33488.1"	LOC_Os08g33488.1	20906852	1		LOC_Os09g38750.1	1
Chr8	21556498	21557970	+	"ID=LOC_Os08g34340.1:cds_1;Parent=LOC_Os08g34340.1"	LOC_Os08g34340.1	21556498	1		LOC_Os09g38755.1	1
Chr8	21565256	21565299	+	"ID=LOC_Os08g34360.1:cds_1;Parent=LOC_Os08g34360.1"	LOC_Os08g34360.1	21565256	1		LOC_Os09g39594.1	1
Chr8	21583398	21583488	-	"ID=LOC_Os08g34380.1:cds_1;Parent=LOC_Os08g34380.1"	LOC_Os08g34380.1	21583488	1		LOC_Os10g01540.1	1
Chr8	22334723	22334912	+	"ID=LOC_Os08g35440.1:cds_1;Parent=LOC_Os08g35440.1"	LOC_Os08g35440.1	22334723	1		LOC_Os10g02760.1	1
Chr8	22358659	22358794	+	"ID=LOC_Os08g35480.1:cds_1;Parent=LOC_Os08g35480.1"	LOC_Os08g35480.1	22358659	1		LOC_Os09g38759.1	1
Chr8	20947762	20947837	-	"ID=LOC_Os08g33540.1:cds_1;Parent=LOC_Os08g33540.1"	LOC_Os08g33540.1	20947837	1		LOC_Os09g38772.1	1
Chr8	20976584	20977039	-	"ID=LOC_Os08g33590.1:cds_1;Parent=LOC_Os08g33590.1"	LOC_Os08g33590.1	20977039	1		LOC_Os09g39650.2	1
Chr8	22408543	22408935	+	"ID=LOC_Os08g35570.1:cds_1;Parent=LOC_Os08g35570.1"	LOC_Os08g35570.1	22408543	1		LOC_Os10g02814.1	1
Chr8	22414457	22414918	+	"ID=LOC_Os08g35590.1:cds_1;Parent=LOC_Os08g35590.1"	LOC_Os08g35590.1	22414457	1		LOC_Os10g02840.1	1
Chr8	22418028	22418465	-	"ID=LOC_Os08g35600.1:cds_1;Parent=LOC_Os08g35600.1"	LOC_Os08g35600.1	22418465	1		LOC_Os10g02880.1	1
Chr8	20219431	20221833	-	"ID=LOC_Os08g32650.1:cds_1;Parent=LOC_Os08g32650.1"	LOC_Os08g32650.1	20221833	1		LOC_Os09g38777.1	1
Chr8	20226069	20226124	+	"ID=LOC_Os08g32660.2:cds_1;Parent=LOC_Os08g32660.2"	LOC_Os08g32660.2	20226069	1		LOC_Os09g38790.1	1
Chr8	20254225	20254262	-	"ID=LOC_Os08g32690.1:cds_1;Parent=LOC_Os08g32690.1"	LOC_Os08g32690.1	20254262	1		LOC_Os09g39660.2	1
Chr8	21003824	21003844	-	"ID=LOC_Os08g33630.1:cds_1;Parent=LOC_Os08g33630.1"	LOC_Os08g33630.1	21003844	1		LOC_Os09g39670.1	1
Chr8	21700589	21702094	+	"ID=LOC_Os08g34550.1:cds_1;Parent=LOC_Os08g34550.1"	LOC_Os08g34550.1	21700589	1		LOC_Os09g39680.1	1
Chr8	22446903	22447607	+	"ID=LOC_Os08g35620.1:cds_1;Parent=LOC_Os08g35620.1"	LOC_Os08g35620.1	22446903	1		LOC_Os10g01570.1	1
Chr8	22462514	22462716	+	"ID=LOC_Os08g35630.1:cds_1;Parent=LOC_Os08g35630.1"	LOC_Os08g35630.1	22462514	1		LOC_Os10g02970.1	1
Chr8	22497566	22497680	-	"ID=LOC_Os08g35670.1:cds_1;Parent=LOC_Os08g35670.1"	LOC_Os08g35670.1	22497680	1		LOC_Os10g02980.1	1
Chr8	20283075	20283593	+	"ID=LOC_Os08g32750.1:cds_1;Parent=LOC_Os08g32750.1"	LOC_Os08g32750.1	20283075	1		LOC_Os09g38840.1	1
Chr8	21021156	21021288	-	"ID=LOC_Os08g33660.1:cds_1;Parent=LOC_Os08g33660.1"	LOC_Os08g33660.1	21021288	1		LOC_Os09g38850.1	1
Chr8	21027757	21027916	-	"ID=LOC_Os08g33670.1:cds_1;Parent=LOC_Os08g33670.1"	LOC_Os08g33670.1	21027916	1		LOC_Os09g38910.1	1
Chr8	21035581	21035994	-	"ID=LOC_Os08g33680.1:cds_1;Parent=LOC_Os08g33680.1"	LOC_Os08g33680.1	21035994	1		LOC_Os09g39700.1	1
Chr8	21050794	21051054	+	"ID=LOC_Os08g33710.1:cds_1;Parent=LOC_Os08g33710.1"	LOC_Os08g33710.1	21050794	1		LOC_Os09g39720.1	1
Chr8	21722318	21724203	+	"ID=LOC_Os08g34580.1:cds_1;Parent=LOC_Os08g34580.1"	LOC_Os08g34580.1	21722318	1		LOC_Os09g39730.1	1
Chr8	21757650	21760608	-	"ID=LOC_Os08g34640.1:cds_1;Parent=LOC_Os08g34640.1"	LOC_Os08g34640.1	21760608	1		LOC_Os09g39740.1	1
Chr8	22526964	22528745	-	"ID=LOC_Os08g35700.1:cds_1;Parent=LOC_Os08g35700.1"	LOC_Os08g35700.1	22528745	1		LOC_Os09g38920.1	1
Chr8	22532195	22532288	-	"ID=LOC_Os08g35710.1:cds_1;Parent=LOC_Os08g35710.1"	LOC_Os08g35710.1	22532288	1		LOC_Os09g38960.2	1
Chr8	22547319	22547407	+	"ID=LOC_Os08g35740.1:cds_1;Parent=LOC_Os08g35740.1"	LOC_Os08g35740.1	22547319	1		LOC_Os09g39754.1	1
Chr8	20366156	20366362	-	"ID=LOC_Os08g32850.1:cds_1;Parent=LOC_Os08g32850.1"	LOC_Os08g32850.1	20366362	1		LOC_Os09g39770.1	1
Chr8	21054937	21056130	-	"ID=LOC_Os08g33720.1:cds_1;Parent=LOC_Os08g33720.1"	LOC_Os08g33720.1	21056130	1		LOC_Os09g39780.2	1
Chr8	21767496	21770154	-	"ID=LOC_Os08g34650.2:cds_1;Parent=LOC_Os08g34650.2"	LOC_Os08g34650.2	21770154	1		LOC_Os10g01820.1	1
Chr8	21805317	21805859	+	"ID=LOC_Os08g34700.1:cds_1;Parent=LOC_Os08g34700.1"	LOC_Os08g34700.1	21805317	1		LOC_Os09g38970.1	1
Chr8	21817165	21817482	-	"ID=LOC_Os08g34710.1:cds_1;Parent=LOC_Os08g34710.1"	LOC_Os08g34710.1	21817482	1		LOC_Os09g38980.1	1
Chr8	21822477	21823080	-	"ID=LOC_Os08g34720.1:cds_1;Parent=LOC_Os08g34720.1"	LOC_Os08g34720.1	21823080	1		LOC_Os09g39870.1	1
Chr8	22553341	22554000	-	"ID=LOC_Os08g35750.1:cds_1;Parent=LOC_Os08g35750.1"	LOC_Os08g35750.1	22554000	1		LOC_Os10g01844.1	1
Chr8	22558302	22558943	-	"ID=LOC_Os08g35760.1:cds_1;Parent=LOC_Os08g35760.1"	LOC_Os08g35760.1	22558943	1		LOC_Os09g39020.1	1
Chr8	20379969	20380077	+	"ID=LOC_Os08g32870.1:cds_1;Parent=LOC_Os08g32870.1"	LOC_Os08g32870.1	20379969	1		LOC_Os09g39034.1	1
Chr8	20402139	20402525	+	"ID=LOC_Os08g32910.1:cds_1;Parent=LOC_Os08g32910.1"	LOC_Os08g32910.1	20402139	1		LOC_Os09g39910.1	1
Chr8	20408458	20408601	+	"ID=LOC_Os08g32920.1:cds_1;Parent=LOC_Os08g32920.1"	LOC_Os08g32920.1	20408458	1		LOC_Os10g01930.1	1
Chr8	21169286	21169470	-	"ID=LOC_Os08g33810.1:cds_1;Parent=LOC_Os08g33810.1"	LOC_Os08g33810.1	21169470	1		LOC_Os10g03320.1	1
Chr8	21172401	21172585	-	"ID=LOC_Os08g33820.1:cds_1;Parent=LOC_Os08g33820.1"	LOC_Os08g33820.1	21172585	1		LOC_Os09g39110.1	1
Chr8	21178790	21178972	-	"ID=LOC_Os08g33830.1:cds_1;Parent=LOC_Os08g33830.1"	LOC_Os08g33830.1	21178972	1		LOC_Os09g39930.1	1
Chr8	21839308	21840485	-	"ID=LOC_Os08g34740.1:cds_1;Parent=LOC_Os08g34740.1"	LOC_Os08g34740.1	21840485	1		LOC_Os09g39940.1	1
Chr8	21846499	21846830	-	"ID=LOC_Os08g34750.1:cds_1;Parent=LOC_Os08g34750.1"	LOC_Os08g34750.1	21846830	1		LOC_Os09g39950.1	1
Chr8	21869351	21869635	+	"ID=LOC_Os08g34780.1:cds_1;Parent=LOC_Os08g34780.1"	LOC_Os08g34780.1	21869351	1		LOC_Os09g39960.1	1
Chr8	27560691	27560972	+	"ID=LOC_Os08g43570.1:cds_1;Parent=LOC_Os08g43570.1"	LOC_Os08g43570.1	27560691	1		LOC_Os10g02070.1	1
Chr8	27568499	27568549	-	"ID=LOC_Os08g43580.1:cds_1;Parent=LOC_Os08g43580.1"	LOC_Os08g43580.1	27568549	1		LOC_Os09g39180.1	1
Chr9	431257	432252	-	"ID=LOC_Os09g01610.1:cds_1;Parent=LOC_Os09g01610.1"	LOC_Os09g01610.1	432252	1		LOC_Os09g40000.1	1
Chr9	437209	437538	+	"ID=LOC_Os09g01620.1:cds_1;Parent=LOC_Os09g01620.1"	LOC_Os09g01620.1	437209	1		LOC_Os10g02100.1	1
Chr8	27945075	27945188	-	"ID=LOC_Os08g44420.1:cds_1;Parent=LOC_Os08g44420.1"	LOC_Os08g44420.1	27945188	1		LOC_Os10g03550.1	1
Chr8	28184529	28185821	-	"ID=LOC_Os08g44870.1:cds_1;Parent=LOC_Os08g44870.1"	LOC_Os08g44870.1	28185821	1		LOC_Os09g39220.1	1
Chr8	27576176	27576529	+	"ID=LOC_Os08g43600.1:cds_1;Parent=LOC_Os08g43600.1"	LOC_Os08g43600.1	27576176	1		LOC_Os09g39230.1	1
Chr8	27583175	27583558	+	"ID=LOC_Os08g43620.1:cds_1;Parent=LOC_Os08g43620.1"	LOC_Os08g43620.1	27583175	1		LOC_Os10g02210.1	1
Chr8	27591899	27591974	-	"ID=LOC_Os08g43640.1:cds_1;Parent=LOC_Os08g43640.1"	LOC_Os08g43640.1	27591974	1		LOC_Os10g03620.1	1
Chr9	456366	457499	+	"ID=LOC_Os09g01640.1:cds_1;Parent=LOC_Os09g01640.1"	LOC_Os09g01640.1	456366	1		LOC_Os09g39310.1	1
Chr9	467011	467026	+	"ID=LOC_Os09g01650.1:cds_1;Parent=LOC_Os09g01650.1"	LOC_Os09g01650.1	467011	1		LOC_Os09g39320.1	1
Chr8	27958261	27958456	-	"ID=LOC_Os08g44430.2:cds_1;Parent=LOC_Os08g44430.2"	LOC_Os08g44430.2	27958456	1		LOC_Os10g02220.4	1
Chr8	27962895	27962937	-	"ID=LOC_Os08g44440.1:cds_1;Parent=LOC_Os08g44440.1"	LOC_Os08g44440.1	27962937	1		LOC_Os10g02240.1	1
Chr8	27963271	27963275	+	"ID=LOC_Os08g44450.2:cds_1;Parent=LOC_Os08g44450.2"	LOC_Os08g44450.2	27963271	1		LOC_Os10g02260.1	1
Chr8	27072335	27072529	-	"ID=LOC_Os08g42800.1:cds_1;Parent=LOC_Os08g42800.1"	LOC_Os08g42800.1	27072529	1		LOC_Os10g03669.2	1
Chr8	28211560	28211573	-	"ID=LOC_Os08g44930.1:cds_1;Parent=LOC_Os08g44930.1"	LOC_Os08g44930.1	28211573	1		LOC_Os10g03690.1	1
Chr8	28213486	28213764	-	"ID=LOC_Os08g44940.1:cds_1;Parent=LOC_Os08g44940.1"	LOC_Os08g44940.1	28213764	1		LOC_Os09g39350.1	1
Chr8	27598268	27598633	-	"ID=LOC_Os08g43654.1:cds_1;Parent=LOC_Os08g43654.1"	LOC_Os08g43654.1	27598633	1		LOC_Os10g01044.1	1
Chr8	27603613	27603781	-	"ID=LOC_Os08g43670.1:cds_1;Parent=LOC_Os08g43670.1"	LOC_Os08g43670.1	27603781	1		LOC_Os10g02300.3	1
Chr8	27640674	27641468	+	"ID=LOC_Os08g43740.1:cds_1;Parent=LOC_Os08g43740.1"	LOC_Os08g43740.1	27640674	1		LOC_Os10g20600.1	1
Chr8	27643369	27644076	+	"ID=LOC_Os08g43750.1:cds_1;Parent=LOC_Os08g43750.1"	LOC_Os08g43750.1	27643369	1		LOC_Os10g20610.1	1
Chr8	27966306	27966678	+	"ID=LOC_Os08g44460.1:cds_1;Parent=LOC_Os08g44460.1"	LOC_Os08g44460.1	27966306	1		LOC_Os10g20650.1	1
Chr8	27970455	27970589	-	"ID=LOC_Os08g44470.1:cds_1;Parent=LOC_Os08g44470.1"	LOC_Os08g44470.1	27970589	1		LOC_Os10g17650.1	1
Chr8	27090940	27091353	+	"ID=LOC_Os08g42850.4:cds_1;Parent=LOC_Os08g42850.4"	LOC_Os08g42850.4	27090940	1		LOC_Os10g21860.1	1
Chr8	27107114	27108061	-	"ID=LOC_Os08g42870.1:cds_1;Parent=LOC_Os08g42870.1"	LOC_Os08g42870.1	27108061	1		LOC_Os10g21890.2	1
Chr8	28244231	28245835	+	"ID=LOC_Os08g45000.1:cds_1;Parent=LOC_Os08g45000.1"	LOC_Os08g45000.1	28244231	1		LOC_Os10g19180.1	1
Chr8	28253707	28253907	-	"ID=LOC_Os08g45010.1:cds_1;Parent=LOC_Os08g45010.1"	LOC_Os08g45010.1	28253907	1		LOC_Os10g19190.1	1
Chr8	28264517	28265670	+	"ID=LOC_Os08g45030.1:cds_1;Parent=LOC_Os08g45030.1"	LOC_Os08g45030.1	28264517	1		LOC_Os10g19200.1	1
Chr8	28274185	28274393	-	"ID=LOC_Os08g45040.1:cds_1;Parent=LOC_Os08g45040.1"	LOC_Os08g45040.1	28274393	1		LOC_Os10g17740.1	1
Chr8	28290492	28292480	-	"ID=LOC_Os08g45060.1:cds_1;Parent=LOC_Os08g45060.1"	LOC_Os08g45060.1	28292480	1		LOC_Os10g17770.1	1
Chr8	27659572	27659919	-	"ID=LOC_Os08g43815.1:cds_1;Parent=LOC_Os08g43815.1"	LOC_Os08g43815.1	27659919	1		LOC_Os10g20830.1	1
Chr8	28003426	28003539	-	"ID=LOC_Os08g44520.1:cds_1;Parent=LOC_Os08g44520.1"	LOC_Os08g44520.1	28003539	1		LOC_Os10g20840.1	1
Chr8	28004956	28005441	+	"ID=LOC_Os08g44530.1:cds_1;Parent=LOC_Os08g44530.1"	LOC_Os08g44530.1	28004956	1		LOC_Os10g17785.1	1
Chr8	27127089	27127163	-	"ID=LOC_Os08g42910.1:cds_1;Parent=LOC_Os08g42910.1"	LOC_Os08g42910.1	27127163	1		LOC_Os10g17790.1	1
Chr8	27127843	27128132	+	"ID=LOC_Os08g42920.1:cds_1;Parent=LOC_Os08g42920.1"	LOC_Os08g42920.1	27127843	1		LOC_Os10g19331.1	1
Chr8	27130490	27131924	+	"ID=LOC_Os08g42930.1:cds_1;Parent=LOC_Os08g42930.1"	LOC_Os08g42930.1	27130490	1		LOC_Os10g19334.1	1
Chr8	27157225	27157624	+	"ID=LOC_Os08g42960.1:cds_1;Parent=LOC_Os08g42960.1"	LOC_Os08g42960.1	27157225	1		LOC_Os10g19342.1	1
Chr8	28305042	28305199	-	"ID=LOC_Os08g45080.1:cds_1;Parent=LOC_Os08g45080.1"	LOC_Os08g45080.1	28305199	1		LOC_Os10g15164.1	1
Chr8	28321644	28322369	-	"ID=LOC_Os08g45110.1:cds_1;Parent=LOC_Os08g45110.1"	LOC_Os08g45110.1	28322369	1		LOC_Os10g16440.1	1
Chr8	28341309	28343093	-	"ID=LOC_Os08g45130.1:cds_1;Parent=LOC_Os08g45130.1"	LOC_Os08g45130.1	28343093	1		LOC_Os10g20860.1	1
Chr8	28343410	28343651	+	"ID=LOC_Os08g45140.1:cds_1;Parent=LOC_Os08g45140.1"	LOC_Os08g45140.1	28343410	1		LOC_Os10g20890.1	1
Chr8	27681306	27682013	+	"ID=LOC_Os08g43920.1:cds_1;Parent=LOC_Os08g43920.1"	LOC_Os08g43920.1	27681306	1		LOC_Os10g17940.1	1
Chr8	27683066	27683773	+	"ID=LOC_Os08g43930.1:cds_1;Parent=LOC_Os08g43930.1"	LOC_Os08g43930.1	27683066	1		LOC_Os10g19880.1	1
Chr8	27700083	27700215	-	"ID=LOC_Os08g44000.1:cds_1;Parent=LOC_Os08g44000.1"	LOC_Os08g44000.1	27700215	1		LOC_Os10g21000.1	1
Chr8	27703484	27703531	+	"ID=LOC_Os08g44010.1:cds_1;Parent=LOC_Os08g44010.1"	LOC_Os08g44010.1	27703484	1		LOC_Os10g21020.1	1
Chr8	28009794	28009895	+	"ID=LOC_Os08g44540.1:cds_1;Parent=LOC_Os08g44540.1"	LOC_Os08g44540.1	28009794	1		LOC_Os10g17990.1	1
Chr8	28014115	28014185	+	"ID=LOC_Os08g44560.1:cds_1;Parent=LOC_Os08g44560.1"	LOC_Os08g44560.1	28014115	1		LOC_Os10g19910.1	1
Chr8	28043367	28044272	+	"ID=LOC_Os08g44590.1:cds_1;Parent=LOC_Os08g44590.1"	LOC_Os08g44590.1	28043367	1		LOC_Os10g16640.1	1
Chr8	27181693	27185247	-	"ID=LOC_Os08g43010.1:cds_1;Parent=LOC_Os08g43010.1"	LOC_Os08g43010.1	27185247	1		LOC_Os10g21090.1	1
Chr8	28351270	28351595	-	"ID=LOC_Os08g45160.1:cds_1;Parent=LOC_Os08g45160.1"	LOC_Os08g45160.1	28351595	1		LOC_Os10g18070.1	1
Chr8	28360098	28360622	-	"ID=LOC_Os08g45170.1:cds_1;Parent=LOC_Os08g45170.1"	LOC_Os08g45170.1	28360622	1		LOC_Os10g18150.1	1
Chr8	28370619	28370759	+	"ID=LOC_Os08g45180.1:cds_1;Parent=LOC_Os08g45180.1"	LOC_Os08g45180.1	28370619	1		LOC_Os10g21130.1	1
Chr8	28060884	28061087	-	"ID=LOC_Os08g44620.1:cds_1;Parent=LOC_Os08g44620.1"	LOC_Os08g44620.1	28061087	1		LOC_Os10g18220.1	1
Chr8	28069392	28069536	+	"ID=LOC_Os08g44640.1:cds_1;Parent=LOC_Os08g44640.1"	LOC_Os08g44640.1	28069392	1		LOC_Os10g19970.1	1
Chr8	27216654	27216725	-	"ID=LOC_Os08g43060.1:cds_1;Parent=LOC_Os08g43060.1"	LOC_Os08g43060.1	27216725	1		LOC_Os10g21230.2	1
Chr8	28377962	28378234	+	"ID=LOC_Os08g45190.1:cds_1;Parent=LOC_Os08g45190.1"	LOC_Os08g45190.1	28377962	1		LOC_Os10g18340.1	1
Chr8	28388490	28388660	+	"ID=LOC_Os08g45210.1:cds_1;Parent=LOC_Os08g45210.1"	LOC_Os08g45210.1	28388490	1		LOC_Os10g18370.1	1
Chr8	27708297	27708482	+	"ID=LOC_Os08g44015.1:cds_1;Parent=LOC_Os08g44015.1"	LOC_Os08g44015.1	27708297	1		LOC_Os10g20090.1	1
Chr8	28083562	28084173	-	"ID=LOC_Os08g44680.1:cds_1;Parent=LOC_Os08g44680.1"	LOC_Os08g44680.1	28084173	1		LOC_Os10g21268.1	1
Chr8	28394189	28394284	+	"ID=LOC_Os08g45220.1:cds_1;Parent=LOC_Os08g45220.1"	LOC_Os08g45220.1	28394189	1		LOC_Os10g21272.1	1
Chr8	28408467	28408839	-	"ID=LOC_Os08g45240.2:cds_1;Parent=LOC_Os08g45240.2"	LOC_Os08g45240.2	28408839	1		LOC_Os10g21326.1	1
Chr8	27714492	27714505	+	"ID=LOC_Os08g44020.2:cds_1;Parent=LOC_Os08g44020.2"	LOC_Os08g44020.2	27714492	1		LOC_Os10g18400.1	1
Chr8	28118864	28119075	+	"ID=LOC_Os08g44750.1:cds_1;Parent=LOC_Os08g44750.1"	LOC_Os08g44750.1	28118864	1		LOC_Os10g20230.1	1
Chr8	28125848	28126085	-	"ID=LOC_Os08g44760.1:cds_1;Parent=LOC_Os08g44760.1"	LOC_Os08g44760.1	28126085	1		LOC_Os10g20235.1	1
Chr8	28132549	28132798	+	"ID=LOC_Os08g44770.1:cds_1;Parent=LOC_Os08g44770.1"	LOC_Os08g44770.1	28132549	1		LOC_Os10g16974.1	1
Chr8	27289354	27289722	-	"ID=LOC_Os08g43130.1:cds_1;Parent=LOC_Os08g43130.1"	LOC_Os08g43130.1	27289722	1		LOC_Os10g21344.1	1
Chr9	3180	3698	+	"ID=LOC_Os09g00999.1:cds_1;Parent=LOC_Os09g00999.1"	LOC_Os09g00999.1	3180	1		LOC_Os10g21346.1	1
Chr8	27738441	27738591	-	"ID=LOC_Os08g44050.1:cds_1;Parent=LOC_Os08g44050.1"	LOC_Os08g44050.1	27738591	1		LOC_Os10g21352.1	1
Chr8	28136512	28136844	+	"ID=LOC_Os08g44780.1:cds_1;Parent=LOC_Os08g44780.1"	LOC_Os08g44780.1	28136512	1		LOC_Os10g21388.1	1
Chr8	28137627	28138123	+	"ID=LOC_Os08g44790.1:cds_1;Parent=LOC_Os08g44790.1"	LOC_Os08g44790.1	28137627	1		LOC_Os10g20240.1	1
Chr8	28141250	28141383	+	"ID=LOC_Os08g44810.1:cds_1;Parent=LOC_Os08g44810.1"	LOC_Os08g44810.1	28141250	1		LOC_Os10g21360.1	1
Chr8	28148675	28149145	-	"ID=LOC_Os08g44820.1:cds_1;Parent=LOC_Os08g44820.1"	LOC_Os08g44820.1	28149145	1		LOC_Os10g20310.3	1
Chr8	27296561	27297682	-	"ID=LOC_Os08g43160.1:cds_1;Parent=LOC_Os08g43160.1"	LOC_Os08g43160.1	27297682	1		LOC_Os10g20350.1	1
Chr8	27302443	27302511	+	"ID=LOC_Os08g43170.1:cds_1;Parent=LOC_Os08g43170.1"	LOC_Os08g43170.1	27302443	1		LOC_Os10g20370.1	1
Chr8	27307133	27309112	-	"ID=LOC_Os08g43180.1:cds_1;Parent=LOC_Os08g43180.1"	LOC_Os08g43180.1	27309112	1		LOC_Os10g17260.1	1
Chr8	27316034	27316166	+	"ID=LOC_Os08g43190.1:cds_1;Parent=LOC_Os08g43190.1"	LOC_Os08g43190.1	27316034	1		LOC_Os10g17280.1	1
Chr8	28164789	28165241	-	"ID=LOC_Os08g44840.1:cds_1;Parent=LOC_Os08g44840.1"	LOC_Os08g44840.1	28165241	1		LOC_Os10g21460.1	1
Chr8	28171278	28172153	-	"ID=LOC_Os08g44850.1:cds_1;Parent=LOC_Os08g44850.1"	LOC_Os08g44850.1	28172153	1		LOC_Os10g21470.2	1
Chr8	27333232	27333574	-	"ID=LOC_Os08g43240.1:cds_1;Parent=LOC_Os08g43240.1"	LOC_Os08g43240.1	27333574	1		LOC_Os10g21560.1	1
Chr8	27345294	27346904	-	"ID=LOC_Os08g43250.1:cds_1;Parent=LOC_Os08g43250.1"	LOC_Os08g43250.1	27346904	1		LOC_Os10g18820.1	1
Chr8	27370615	27370698	-	"ID=LOC_Os08g43300.1:cds_1;Parent=LOC_Os08g43300.1"	LOC_Os08g43300.1	27370698	1		LOC_Os10g20470.1	1
Chr9	145825	146027	-	"ID=LOC_Os09g01134.1:cds_1;Parent=LOC_Os09g01134.1"	LOC_Os09g01134.1	146027	1		LOC_Os10g17454.1	1
Chr9	151832	152605	-	"ID=LOC_Os09g01140.1:cds_1;Parent=LOC_Os09g01140.1"	LOC_Os09g01140.1	152605	1		LOC_Os10g21590.2	1
