CHROM	FRAG_START	FRAG_STOP	STRAND	DESCRITION	MODEL
Chr9	15349072	15355640	-	"ID=LOC_Os09g25580.1;Name=LOC_Os09g25580.1;Parent=LOC_Os09g25580"	LOC_Os09g25580.1
Chr9	15358373	15360771	+	"ID=LOC_Os09g25590.1;Name=LOC_Os09g25590.1;Parent=LOC_Os09g25590"	LOC_Os09g25590.1
Chr9	15364891	15369757	+	"ID=LOC_Os09g25600.1;Name=LOC_Os09g25600.1;Parent=LOC_Os09g25600"	LOC_Os09g25600.1
Chr9	16093498	16096484	+	"ID=LOC_Os09g26570.1;Name=LOC_Os09g26570.1;Parent=LOC_Os09g26570"	LOC_Os09g26570.1
Chr9	16097465	16102821	+	"ID=LOC_Os09g26580.1;Name=LOC_Os09g26580.1;Parent=LOC_Os09g26580"	LOC_Os09g26580.1
Chr9	13780703	13782442	-	"ID=LOC_Os09g23220.1;Name=LOC_Os09g23220.1;Parent=LOC_Os09g23220"	LOC_Os09g23220.1
Chr9	14555403	14558306	+	"ID=LOC_Os09g24460.1;Name=LOC_Os09g24460.1;Parent=LOC_Os09g24460"	LOC_Os09g24460.1
Chr9	15381632	15384391	+	"ID=LOC_Os09g25610.1;Name=LOC_Os09g25610.1;Parent=LOC_Os09g25610"	LOC_Os09g25610.1
Chr9	15400688	15406414	+	"ID=LOC_Os09g25640.1;Name=LOC_Os09g25640.1;Parent=LOC_Os09g25640"	LOC_Os09g25640.1
Chr9	13813671	13816759	+	"ID=LOC_Os09g23280.1;Name=LOC_Os09g23280.1;Parent=LOC_Os09g23280"	LOC_Os09g23280.1
Chr9	13831868	13833654	+	"ID=LOC_Os09g23300.1;Name=LOC_Os09g23300.1;Parent=LOC_Os09g23300"	LOC_Os09g23300.1
Chr9	14603951	14607125	-	"ID=LOC_Os09g24520.2;Name=LOC_Os09g24520.2;Parent=LOC_Os09g24520"	LOC_Os09g24520.2
Chr9	14607514	14609923	-	"ID=LOC_Os09g24530.1;Name=LOC_Os09g24530.1;Parent=LOC_Os09g24530"	LOC_Os09g24530.1
Chr9	14610699	14613281	-	"ID=LOC_Os09g24540.1;Name=LOC_Os09g24540.1;Parent=LOC_Os09g24540"	LOC_Os09g24540.1
Chr9	14617482	14619069	-	"ID=LOC_Os09g24560.1;Name=LOC_Os09g24560.1;Parent=LOC_Os09g24560"	LOC_Os09g24560.1
Chr9	14629656	14632859	-	"ID=LOC_Os09g24570.1;Name=LOC_Os09g24570.1;Parent=LOC_Os09g24570"	LOC_Os09g24570.1
Chr9	15430580	15431378	+	"ID=LOC_Os09g25720.1;Name=LOC_Os09g25720.1;Parent=LOC_Os09g25720"	LOC_Os09g25720.1
Chr9	13140415	13147178	-	"ID=LOC_Os09g21689.3;Name=LOC_Os09g21689.3;Parent=LOC_Os09g21689"	LOC_Os09g21689.3
Chr9	13154943	13155832	-	"ID=LOC_Os09g21710.1;Name=LOC_Os09g21710.1;Parent=LOC_Os09g21710"	LOC_Os09g21710.1
Chr9	13164076	13166366	-	"ID=LOC_Os09g21740.1;Name=LOC_Os09g21740.1;Parent=LOC_Os09g21740"	LOC_Os09g21740.1
Chr9	13854699	13856181	+	"ID=LOC_Os09g23340.1;Name=LOC_Os09g23340.1;Parent=LOC_Os09g23340"	LOC_Os09g23340.1
Chr9	13875253	13879720	+	"ID=LOC_Os09g23350.1;Name=LOC_Os09g23350.1;Parent=LOC_Os09g23350"	LOC_Os09g23350.1
Chr9	14649228	14650292	-	"ID=LOC_Os09g24590.1;Name=LOC_Os09g24590.1;Parent=LOC_Os09g24590"	LOC_Os09g24590.1
Chr9	14659923	14661767	+	"ID=LOC_Os09g24620.1;Name=LOC_Os09g24620.1;Parent=LOC_Os09g24620"	LOC_Os09g24620.1
Chr9	14666229	14667809	+	"ID=LOC_Os09g24640.1;Name=LOC_Os09g24640.1;Parent=LOC_Os09g24640"	LOC_Os09g24640.1
Chr9	14671543	14676768	+	"ID=LOC_Os09g24650.2;Name=LOC_Os09g24650.2;Parent=LOC_Os09g24650"	LOC_Os09g24650.2
Chr9	15438141	15440358	+	"ID=LOC_Os09g25740.1;Name=LOC_Os09g25740.1;Parent=LOC_Os09g25740"	LOC_Os09g25740.1
Chr9	15444236	15446602	+	"ID=LOC_Os09g25760.1;Name=LOC_Os09g25760.1;Parent=LOC_Os09g25760"	LOC_Os09g25760.1
Chr9	15447549	15450012	-	"ID=LOC_Os09g25770.1;Name=LOC_Os09g25770.1;Parent=LOC_Os09g25770"	LOC_Os09g25770.1
Chr9	15450531	15456012	-	"ID=LOC_Os09g25784.1;Name=LOC_Os09g25784.1;Parent=LOC_Os09g25784"	LOC_Os09g25784.1
Chr9	13181330	13184741	+	"ID=LOC_Os09g21770.1;Name=LOC_Os09g21770.1;Parent=LOC_Os09g21770"	LOC_Os09g21770.1
Chr9	13185203	13191512	-	"ID=LOC_Os09g21780.1;Name=LOC_Os09g21780.1;Parent=LOC_Os09g21780"	LOC_Os09g21780.1
Chr9	13208109	13209475	-	"ID=LOC_Os09g21796.1;Name=LOC_Os09g21796.1;Parent=LOC_Os09g21796"	LOC_Os09g21796.1
Chr9	13889291	13890116	-	"ID=LOC_Os09g23370.2;Name=LOC_Os09g23370.2;Parent=LOC_Os09g23370"	LOC_Os09g23370.2
Chr9	13891777	13897441	+	"ID=LOC_Os09g23380.1;Name=LOC_Os09g23380.1;Parent=LOC_Os09g23380"	LOC_Os09g23380.1
Chr9	13907885	13909786	-	"ID=LOC_Os09g23399.1;Name=LOC_Os09g23399.1;Parent=LOC_Os09g23399"	LOC_Os09g23399.1
Chr9	14677513	14681202	-	"ID=LOC_Os09g24660.1;Name=LOC_Os09g24660.1;Parent=LOC_Os09g24660"	LOC_Os09g24660.1
Chr9	14680807	14684519	+	"ID=LOC_Os09g24670.1;Name=LOC_Os09g24670.1;Parent=LOC_Os09g24670"	LOC_Os09g24670.1
Chr9	15464697	15468833	-	"ID=LOC_Os09g25810.2;Name=LOC_Os09g25810.2;Parent=LOC_Os09g25810"	LOC_Os09g25810.2
Chr9	15492998	15497524	+	"ID=LOC_Os09g25850.1;Name=LOC_Os09g25850.1;Parent=LOC_Os09g25850"	LOC_Os09g25850.1
Chr9	13209614	13211693	-	"ID=LOC_Os09g21802.1;Name=LOC_Os09g21802.1;Parent=LOC_Os09g21802"	LOC_Os09g21802.1
Chr9	13982963	13984701	-	"ID=LOC_Os09g23530.1;Name=LOC_Os09g23530.1;Parent=LOC_Os09g23530"	LOC_Os09g23530.1
Chr9	13994541	13996756	+	"ID=LOC_Os09g23550.1;Name=LOC_Os09g23550.1;Parent=LOC_Os09g23550"	LOC_Os09g23550.1
Chr9	14001192	14003182	+	"ID=LOC_Os09g23560.1;Name=LOC_Os09g23560.1;Parent=LOC_Os09g23560"	LOC_Os09g23560.1
Chr9	14007858	14010160	-	"ID=LOC_Os09g23570.1;Name=LOC_Os09g23570.1;Parent=LOC_Os09g23570"	LOC_Os09g23570.1
Chr9	14691168	14693121	-	"ID=LOC_Os09g24690.1;Name=LOC_Os09g24690.1;Parent=LOC_Os09g24690"	LOC_Os09g24690.1
Chr9	14694434	14699204	-	"ID=LOC_Os09g24700.1;Name=LOC_Os09g24700.1;Parent=LOC_Os09g24700"	LOC_Os09g24700.1
Chr9	15502457	15508094	+	"ID=LOC_Os09g25865.1;Name=LOC_Os09g25865.1;Parent=LOC_Os09g25865"	LOC_Os09g25865.1
Chr9	15521946	15523890	-	"ID=LOC_Os09g25880.1;Name=LOC_Os09g25880.1;Parent=LOC_Os09g25880"	LOC_Os09g25880.1
Chr9	13259202	13260189	-	"ID=LOC_Os09g21900.1;Name=LOC_Os09g21900.1;Parent=LOC_Os09g21900"	LOC_Os09g21900.1
Chr9	13273134	13277254	-	"ID=LOC_Os09g21919.1;Name=LOC_Os09g21919.1;Parent=LOC_Os09g21919"	LOC_Os09g21919.1
Chr9	14019919	14021822	-	"ID=LOC_Os09g23595.1;Name=LOC_Os09g23595.1;Parent=LOC_Os09g23595"	LOC_Os09g23595.1
Chr9	15581065	15582821	-	"ID=LOC_Os09g25945.1;Name=LOC_Os09g25945.1;Parent=LOC_Os09g25945"	LOC_Os09g25945.1
Chr9	15583140	15586502	+	"ID=LOC_Os09g25950.1;Name=LOC_Os09g25950.1;Parent=LOC_Os09g25950"	LOC_Os09g25950.1
Chr9	14083859	14087562	-	"ID=LOC_Os09g23690.1;Name=LOC_Os09g23690.1;Parent=LOC_Os09g23690"	LOC_Os09g23690.1
Chr9	14095779	14099966	+	"ID=LOC_Os09g23720.1;Name=LOC_Os09g23720.1;Parent=LOC_Os09g23720"	LOC_Os09g23720.1
Chr9	14828981	14830515	+	"ID=LOC_Os09g24840.1;Name=LOC_Os09g24840.1;Parent=LOC_Os09g24840"	LOC_Os09g24840.1
Chr9	14843939	14847953	-	"ID=LOC_Os09g24870.1;Name=LOC_Os09g24870.1;Parent=LOC_Os09g24870"	LOC_Os09g24870.1
Chr9	15628325	15631559	-	"ID=LOC_Os09g26004.1;Name=LOC_Os09g26004.1;Parent=LOC_Os09g26004"	LOC_Os09g26004.1
Chr9	14102039	14103804	-	"ID=LOC_Os09g23725.1;Name=LOC_Os09g23725.1;Parent=LOC_Os09g23725"	LOC_Os09g23725.1
Chr9	14106177	14107337	-	"ID=LOC_Os09g23730.1;Name=LOC_Os09g23730.1;Parent=LOC_Os09g23730"	LOC_Os09g23730.1
Chr9	14870986	14878175	-	"ID=LOC_Os09g24910.1;Name=LOC_Os09g24910.1;Parent=LOC_Os09g24910"	LOC_Os09g24910.1
Chr9	14887051	14893288	+	"ID=LOC_Os09g24924.1;Name=LOC_Os09g24924.1;Parent=LOC_Os09g24924"	LOC_Os09g24924.1
Chr9	15752949	15762839	+	"ID=LOC_Os09g26144.1;Name=LOC_Os09g26144.1;Parent=LOC_Os09g26144"	LOC_Os09g26144.1
Chr9	14921682	14926306	-	"ID=LOC_Os09g24980.1;Name=LOC_Os09g24980.1;Parent=LOC_Os09g24980"	LOC_Os09g24980.1
Chr9	14929156	14930269	+	"ID=LOC_Os09g24990.2;Name=LOC_Os09g24990.2;Parent=LOC_Os09g24990"	LOC_Os09g24990.2
Chr9	15781080	15784885	-	"ID=LOC_Os09g26180.1;Name=LOC_Os09g26180.1;Parent=LOC_Os09g26180"	LOC_Os09g26180.1
Chr9	15809932	15810852	-	"ID=LOC_Os09g26200.1;Name=LOC_Os09g26200.1;Parent=LOC_Os09g26200"	LOC_Os09g26200.1
Chr9	15829339	15830158	-	"ID=LOC_Os09g26210.1;Name=LOC_Os09g26210.1;Parent=LOC_Os09g26210"	LOC_Os09g26210.1
Chr9	14251019	14252175	-	"ID=LOC_Os09g23894.1;Name=LOC_Os09g23894.1;Parent=LOC_Os09g23894"	LOC_Os09g23894.1
Chr9	14258395	14259205	-	"ID=LOC_Os09g23899.1;Name=LOC_Os09g23899.1;Parent=LOC_Os09g23899"	LOC_Os09g23899.1
Chr9	14258545	14259189	-	"ID=LOC_Os09g23908.1;Name=LOC_Os09g23908.1;Parent=LOC_Os09g23908"	LOC_Os09g23908.1
Chr9	14938230	14939886	+	"ID=LOC_Os09g25000.1;Name=LOC_Os09g25000.1;Parent=LOC_Os09g25000"	LOC_Os09g25000.1
Chr9	14971348	14975386	+	"ID=LOC_Os09g25050.1;Name=LOC_Os09g25050.1;Parent=LOC_Os09g25050"	LOC_Os09g25050.1
Chr9	14975932	14977713	-	"ID=LOC_Os09g25060.1;Name=LOC_Os09g25060.1;Parent=LOC_Os09g25060"	LOC_Os09g25060.1
Chr9	14992803	14994888	-	"ID=LOC_Os09g25070.1;Name=LOC_Os09g25070.1;Parent=LOC_Os09g25070"	LOC_Os09g25070.1
Chr9	15896375	15898021	-	"ID=LOC_Os09g26310.1;Name=LOC_Os09g26310.1;Parent=LOC_Os09g26310"	LOC_Os09g26310.1
Chr9	15916005	15917026	+	"ID=LOC_Os09g26340.1;Name=LOC_Os09g26340.1;Parent=LOC_Os09g26340"	LOC_Os09g26340.1
Chr9	15916005	15917624	-	"ID=LOC_Os09g26350.1;Name=LOC_Os09g26350.1;Parent=LOC_Os09g26350"	LOC_Os09g26350.1
Chr9	15927025	15928164	+	"ID=LOC_Os09g26370.1;Name=LOC_Os09g26370.1;Parent=LOC_Os09g26370"	LOC_Os09g26370.1
Chr9	14294062	14294830	-	"ID=LOC_Os09g23999.1;Name=LOC_Os09g23999.1;Parent=LOC_Os09g23999"	LOC_Os09g23999.1
Chr9	14298008	14298822	-	"ID=LOC_Os09g24020.1;Name=LOC_Os09g24020.1;Parent=LOC_Os09g24020"	LOC_Os09g24020.1
Chr9	14302109	14302844	-	"ID=LOC_Os09g24008.1;Name=LOC_Os09g24008.1;Parent=LOC_Os09g24008"	LOC_Os09g24008.1
Chr9	14302056	14302844	-	"ID=LOC_Os09g24038.1;Name=LOC_Os09g24038.1;Parent=LOC_Os09g24038"	LOC_Os09g24038.1
Chr9	14327862	14328614	-	"ID=LOC_Os09g24110.1;Name=LOC_Os09g24110.1;Parent=LOC_Os09g24110"	LOC_Os09g24110.1
Chr9	15009090	15010837	-	"ID=LOC_Os09g25090.1;Name=LOC_Os09g25090.1;Parent=LOC_Os09g25090"	LOC_Os09g25090.1
Chr9	15027140	15028689	+	"ID=LOC_Os09g25100.1;Name=LOC_Os09g25100.1;Parent=LOC_Os09g25100"	LOC_Os09g25100.1
Chr9	15936944	15943746	-	"ID=LOC_Os09g26390.1;Name=LOC_Os09g26390.1;Parent=LOC_Os09g26390"	LOC_Os09g26390.1
Chr9	13533063	13534259	+	"ID=LOC_Os09g22410.3;Name=LOC_Os09g22410.3;Parent=LOC_Os09g22410"	LOC_Os09g22410.3
Chr9	14329875	14330628	-	"ID=LOC_Os09g24120.1;Name=LOC_Os09g24120.1;Parent=LOC_Os09g24120"	LOC_Os09g24120.1
Chr9	14336883	14337690	-	"ID=LOC_Os09g24140.1;Name=LOC_Os09g24140.1;Parent=LOC_Os09g24140"	LOC_Os09g24140.1
Chr9	14363038	14366949	+	"ID=LOC_Os09g24200.1;Name=LOC_Os09g24200.1;Parent=LOC_Os09g24200"	LOC_Os09g24200.1
Chr9	15126331	15129037	+	"ID=LOC_Os09g25260.1;Name=LOC_Os09g25260.1;Parent=LOC_Os09g25260"	LOC_Os09g25260.1
Chr9	15944515	15947917	-	"ID=LOC_Os09g26400.1;Name=LOC_Os09g26400.1;Parent=LOC_Os09g26400"	LOC_Os09g26400.1
Chr9	13553668	13558094	+	"ID=LOC_Os09g22440.1;Name=LOC_Os09g22440.1;Parent=LOC_Os09g22440"	LOC_Os09g22440.1
Chr9	13559548	13563071	+	"ID=LOC_Os09g22450.1;Name=LOC_Os09g22450.1;Parent=LOC_Os09g22450"	LOC_Os09g22450.1
Chr9	13595422	13601889	+	"ID=LOC_Os09g22540.1;Name=LOC_Os09g22540.1;Parent=LOC_Os09g22540"	LOC_Os09g22540.1
Chr9	14368032	14373669	-	"ID=LOC_Os09g24210.1;Name=LOC_Os09g24210.1;Parent=LOC_Os09g24210"	LOC_Os09g24210.1
Chr9	14387518	14389888	-	"ID=LOC_Os09g24230.1;Name=LOC_Os09g24230.1;Parent=LOC_Os09g24230"	LOC_Os09g24230.1
Chr9	15153762	15157002	-	"ID=LOC_Os09g25310.1;Name=LOC_Os09g25310.1;Parent=LOC_Os09g25310"	LOC_Os09g25310.1
Chr9	15160890	15162890	+	"ID=LOC_Os09g25320.1;Name=LOC_Os09g25320.1;Parent=LOC_Os09g25320"	LOC_Os09g25320.1
Chr9	15163085	15168852	-	"ID=LOC_Os09g25330.1;Name=LOC_Os09g25330.1;Parent=LOC_Os09g25330"	LOC_Os09g25330.1
Chr9	15959324	15962975	+	"ID=LOC_Os09g26420.5;Name=LOC_Os09g26420.5;Parent=LOC_Os09g26420"	LOC_Os09g26420.5
Chr9	15980184	15981139	-	"ID=LOC_Os09g26440.1;Name=LOC_Os09g26440.1;Parent=LOC_Os09g26440"	LOC_Os09g26440.1
Chr9	15984331	15991063	-	"ID=LOC_Os09g26460.1;Name=LOC_Os09g26460.1;Parent=LOC_Os09g26460"	LOC_Os09g26460.1
Chr9	13626116	13629839	-	"ID=LOC_Os09g23070.1;Name=LOC_Os09g23070.1;Parent=LOC_Os09g23070"	LOC_Os09g23070.1
Chr9	14394487	14399474	-	"ID=LOC_Os09g24250.1;Name=LOC_Os09g24250.1;Parent=LOC_Os09g24250"	LOC_Os09g24250.1
Chr9	15208405	15215467	-	"ID=LOC_Os09g25380.1;Name=LOC_Os09g25380.1;Parent=LOC_Os09g25380"	LOC_Os09g25380.1
Chr9	15222652	15226444	-	"ID=LOC_Os09g25390.1;Name=LOC_Os09g25390.1;Parent=LOC_Os09g25390"	LOC_Os09g25390.1
Chr9	15233373	15236004	+	"ID=LOC_Os09g25410.1;Name=LOC_Os09g25410.1;Parent=LOC_Os09g25410"	LOC_Os09g25410.1
Chr9	16029329	16035355	-	"ID=LOC_Os09g26530.1;Name=LOC_Os09g26530.1;Parent=LOC_Os09g26530"	LOC_Os09g26530.1
Chr9	16038842	16045467	-	"ID=LOC_Os09g26540.1;Name=LOC_Os09g26540.1;Parent=LOC_Os09g26540"	LOC_Os09g26540.1
Chr9	13631678	13640847	-	"ID=LOC_Os09g23084.1;Name=LOC_Os09g23084.1;Parent=LOC_Os09g23084"	LOC_Os09g23084.1
Chr9	14454726	14457455	-	"ID=LOC_Os09g24320.1;Name=LOC_Os09g24320.1;Parent=LOC_Os09g24320"	LOC_Os09g24320.1
Chr9	14463267	14469434	+	"ID=LOC_Os09g24330.1;Name=LOC_Os09g24330.1;Parent=LOC_Os09g24330"	LOC_Os09g24330.1
Chr9	15244902	15247480	-	"ID=LOC_Os09g25440.1;Name=LOC_Os09g25440.1;Parent=LOC_Os09g25440"	LOC_Os09g25440.1
Chr9	16074907	16078436	+	"ID=LOC_Os09g26554.2;Name=LOC_Os09g26554.2;Parent=LOC_Os09g26554"	LOC_Os09g26554.2
Chr9	14473048	14474028	-	"ID=LOC_Os09g24350.1;Name=LOC_Os09g24350.1;Parent=LOC_Os09g24350"	LOC_Os09g24350.1
Chr9	14479023	14479844	-	"ID=LOC_Os09g24370.1;Name=LOC_Os09g24370.1;Parent=LOC_Os09g24370"	LOC_Os09g24370.1
Chr9	15286294	15292580	-	"ID=LOC_Os09g25500.1;Name=LOC_Os09g25500.1;Parent=LOC_Os09g25500"	LOC_Os09g25500.1
Chr9	20737043	20741622	-	"ID=LOC_Os09g35990.1;Name=LOC_Os09g35990.1;Parent=LOC_Os09g35990"	LOC_Os09g35990.1
Chr9	20750115	20751468	+	"ID=LOC_Os09g36030.1;Name=LOC_Os09g36030.1;Parent=LOC_Os09g36030"	LOC_Os09g36030.1
Chr9	20751729	20754649	+	"ID=LOC_Os09g36040.1;Name=LOC_Os09g36040.1;Parent=LOC_Os09g36040"	LOC_Os09g36040.1
Chr9	22160877	22163804	-	"ID=LOC_Os09g38520.1;Name=LOC_Os09g38520.1;Parent=LOC_Os09g38520"	LOC_Os09g38520.1
Chr9	22168446	22172434	+	"ID=LOC_Os09g38530.1;Name=LOC_Os09g38530.1;Parent=LOC_Os09g38530"	LOC_Os09g38530.1
Chr9	22173732	22178361	-	"ID=LOC_Os09g38550.1;Name=LOC_Os09g38550.1;Parent=LOC_Os09g38550"	LOC_Os09g38550.1
Chr9	21196428	21197328	-	"ID=LOC_Os09g36735.1;Name=LOC_Os09g36735.1;Parent=LOC_Os09g36735"	LOC_Os09g36735.1
Chr9	21197503	21199723	+	"ID=LOC_Os09g36740.1;Name=LOC_Os09g36740.1;Parent=LOC_Os09g36740"	LOC_Os09g36740.1
Chr9	21199731	21202763	-	"ID=LOC_Os09g36750.1;Name=LOC_Os09g36750.1;Parent=LOC_Os09g36750"	LOC_Os09g36750.1
Chr9	21698353	21701557	-	"ID=LOC_Os09g37650.2;Name=LOC_Os09g37650.2;Parent=LOC_Os09g37650"	LOC_Os09g37650.2
Chr9	20774283	20776230	+	"ID=LOC_Os09g36080.1;Name=LOC_Os09g36080.1;Parent=LOC_Os09g36080"	LOC_Os09g36080.1
Chr9	20787525	20790463	+	"ID=LOC_Os09g36100.2;Name=LOC_Os09g36100.2;Parent=LOC_Os09g36100"	LOC_Os09g36100.2
Chr9	22181587	22183290	+	"ID=LOC_Os09g38560.1;Name=LOC_Os09g38560.1;Parent=LOC_Os09g38560"	LOC_Os09g38560.1
Chr9	22188092	22191842	+	"ID=LOC_Os09g38570.1;Name=LOC_Os09g38570.1;Parent=LOC_Os09g38570"	LOC_Os09g38570.1
Chr9	21224394	21225661	+	"ID=LOC_Os09g36790.1;Name=LOC_Os09g36790.1;Parent=LOC_Os09g36790"	LOC_Os09g36790.1
Chr9	21225954	21229391	-	"ID=LOC_Os09g36800.1;Name=LOC_Os09g36800.1;Parent=LOC_Os09g36800"	LOC_Os09g36800.1
Chr9	20222174	20224114	+	"ID=LOC_Os09g34250.1;Name=LOC_Os09g34250.1;Parent=LOC_Os09g34250"	LOC_Os09g34250.1
Chr9	20236457	20240616	+	"ID=LOC_Os09g34280.4;Name=LOC_Os09g34280.4;Parent=LOC_Os09g34280"	LOC_Os09g34280.4
Chr9	21735485	21740632	+	"ID=LOC_Os09g37710.2;Name=LOC_Os09g37710.2;Parent=LOC_Os09g37710"	LOC_Os09g37710.2
Chr9	21751749	21757531	-	"ID=LOC_Os09g37760.1;Name=LOC_Os09g37760.1;Parent=LOC_Os09g37760"	LOC_Os09g37760.1
Chr9	20811366	20813170	-	"ID=LOC_Os09g36140.1;Name=LOC_Os09g36140.1;Parent=LOC_Os09g36140"	LOC_Os09g36140.1
Chr9	20838367	20840292	-	"ID=LOC_Os09g36160.1;Name=LOC_Os09g36160.1;Parent=LOC_Os09g36160"	LOC_Os09g36160.1
Chr9	21243189	21245828	-	"ID=LOC_Os09g36830.1;Name=LOC_Os09g36830.1;Parent=LOC_Os09g36830"	LOC_Os09g36830.1
Chr9	21251842	21252866	-	"ID=LOC_Os09g36850.1;Name=LOC_Os09g36850.1;Parent=LOC_Os09g36850"	LOC_Os09g36850.1
Chr9	20272779	20274461	-	"ID=LOC_Os09g34340.1;Name=LOC_Os09g34340.1;Parent=LOC_Os09g34340"	LOC_Os09g34340.1
Chr9	20305822	20308339	+	"ID=LOC_Os09g34847.1;Name=LOC_Os09g34847.1;Parent=LOC_Os09g34847"	LOC_Os09g34847.1
Chr9	21772745	21778325	-	"ID=LOC_Os09g37790.1;Name=LOC_Os09g37790.1;Parent=LOC_Os09g37790"	LOC_Os09g37790.1
Chr9	20862473	20866761	-	"ID=LOC_Os09g36190.1;Name=LOC_Os09g36190.1;Parent=LOC_Os09g36190"	LOC_Os09g36190.1
Chr9	20885172	20889843	-	"ID=LOC_Os09g36220.1;Name=LOC_Os09g36220.1;Parent=LOC_Os09g36220"	LOC_Os09g36220.1
Chr9	21254258	21256901	-	"ID=LOC_Os09g36860.1;Name=LOC_Os09g36860.1;Parent=LOC_Os09g36860"	LOC_Os09g36860.1
Chr9	21270655	21272567	-	"ID=LOC_Os09g36880.1;Name=LOC_Os09g36880.1;Parent=LOC_Os09g36880"	LOC_Os09g36880.1
Chr9	21274719	21276307	-	"ID=LOC_Os09g36890.1;Name=LOC_Os09g36890.1;Parent=LOC_Os09g36890"	LOC_Os09g36890.1
Chr9	21291988	21293452	+	"ID=LOC_Os09g36910.1;Name=LOC_Os09g36910.1;Parent=LOC_Os09g36910"	LOC_Os09g36910.1
Chr9	20313567	20314703	-	"ID=LOC_Os09g34850.3;Name=LOC_Os09g34850.3;Parent=LOC_Os09g34850"	LOC_Os09g34850.3
Chr9	20326567	20330537	+	"ID=LOC_Os09g34880.1;Name=LOC_Os09g34880.1;Parent=LOC_Os09g34880"	LOC_Os09g34880.1
Chr9	21828178	21833496	+	"ID=LOC_Os09g37860.1;Name=LOC_Os09g37860.1;Parent=LOC_Os09g37860"	LOC_Os09g37860.1
Chr9	21310129	21311548	+	"ID=LOC_Os09g36930.1;Name=LOC_Os09g36930.1;Parent=LOC_Os09g36930"	LOC_Os09g36930.1
Chr9	21313123	21313913	-	"ID=LOC_Os09g36940.1;Name=LOC_Os09g36940.1;Parent=LOC_Os09g36940"	LOC_Os09g36940.1
Chr9	21330727	21332728	-	"ID=LOC_Os09g36976.1;Name=LOC_Os09g36976.1;Parent=LOC_Os09g36976"	LOC_Os09g36976.1
Chr9	21333249	21335104	-	"ID=LOC_Os09g36982.1;Name=LOC_Os09g36982.1;Parent=LOC_Os09g36982"	LOC_Os09g36982.1
Chr9	21336558	21338503	+	"ID=LOC_Os09g36990.1;Name=LOC_Os09g36990.1;Parent=LOC_Os09g36990"	LOC_Os09g36990.1
Chr9	21338761	21342208	-	"ID=LOC_Os09g37000.1;Name=LOC_Os09g37000.1;Parent=LOC_Os09g37000"	LOC_Os09g37000.1
Chr9	20337183	20340505	-	"ID=LOC_Os09g34900.1;Name=LOC_Os09g34900.1;Parent=LOC_Os09g34900"	LOC_Os09g34900.1
Chr9	20367318	20371359	+	"ID=LOC_Os09g34960.1;Name=LOC_Os09g34960.1;Parent=LOC_Os09g34960"	LOC_Os09g34960.1
Chr9	21856872	21858954	+	"ID=LOC_Os09g37910.1;Name=LOC_Os09g37910.1;Parent=LOC_Os09g37910"	LOC_Os09g37910.1
Chr9	20906765	20908479	+	"ID=LOC_Os09g36244.1;Name=LOC_Os09g36244.1;Parent=LOC_Os09g36244"	LOC_Os09g36244.1
Chr9	20915301	20919808	-	"ID=LOC_Os09g36250.1;Name=LOC_Os09g36250.1;Parent=LOC_Os09g36250"	LOC_Os09g36250.1
Chr9	21343532	21346652	-	"ID=LOC_Os09g37006.1;Name=LOC_Os09g37006.1;Parent=LOC_Os09g37006"	LOC_Os09g37006.1
Chr9	21347235	21350906	-	"ID=LOC_Os09g37012.1;Name=LOC_Os09g37012.1;Parent=LOC_Os09g37012"	LOC_Os09g37012.1
Chr9	20377622	20378845	+	"ID=LOC_Os09g34980.1;Name=LOC_Os09g34980.1;Parent=LOC_Os09g34980"	LOC_Os09g34980.1
Chr9	20379287	20383811	+	"ID=LOC_Os09g34985.1;Name=LOC_Os09g34985.1;Parent=LOC_Os09g34985"	LOC_Os09g34985.1
Chr9	20389919	20394140	+	"ID=LOC_Os09g35000.1;Name=LOC_Os09g35000.1;Parent=LOC_Os09g35000"	LOC_Os09g35000.1
Chr9	21354802	21357854	-	"ID=LOC_Os09g37020.1;Name=LOC_Os09g37020.1;Parent=LOC_Os09g37020"	LOC_Os09g37020.1
Chr9	21385905	21387165	+	"ID=LOC_Os09g37080.1;Name=LOC_Os09g37080.1;Parent=LOC_Os09g37080"	LOC_Os09g37080.1
Chr9	20395224	20396205	-	"ID=LOC_Os09g35010.1;Name=LOC_Os09g35010.1;Parent=LOC_Os09g35010"	LOC_Os09g35010.1
Chr9	20399334	20400263	-	"ID=LOC_Os09g35020.1;Name=LOC_Os09g35020.1;Parent=LOC_Os09g35020"	LOC_Os09g35020.1
Chr9	20434450	20435065	-	"ID=LOC_Os09g35560.1;Name=LOC_Os09g35560.1;Parent=LOC_Os09g35560"	LOC_Os09g35560.1
Chr9	20494054	20496911	-	"ID=LOC_Os09g35630.1;Name=LOC_Os09g35630.1;Parent=LOC_Os09g35630"	LOC_Os09g35630.1
Chr9	21881095	21884622	-	"ID=LOC_Os09g37949.1;Name=LOC_Os09g37949.1;Parent=LOC_Os09g37949"	LOC_Os09g37949.1
Chr9	21891811	21893285	-	"ID=LOC_Os09g37967.1;Name=LOC_Os09g37967.1;Parent=LOC_Os09g37967"	LOC_Os09g37967.1
Chr9	21895552	21896982	-	"ID=LOC_Os09g37976.1;Name=LOC_Os09g37976.1;Parent=LOC_Os09g37976"	LOC_Os09g37976.1
